acn,flight_phase,phase_Climb,phase_Cruise,phase_Descent,phase_Downwind,phase_FinalApproach,phase_Ground/Preflight(UAS),phase_Hovering(UAS),phase_InitialApproach,phase_InitialClimb,phase_Landing,phase_Parked,phase_ReturntoHome(UAS),phase_Takeoff/Launch,phase_Taxi,phase_flightseveraldays,phase_nan,phase_other
2168623,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2168612,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168560,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2168711,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2167947,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2167639,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167933,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2167644,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2167595,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2167444,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167443,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2167327,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2167297,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167210,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2167189,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167647,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2167161,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2167154,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167133,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167131,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2167083,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167082,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168904,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167064,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2167060,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167157,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2167934,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2167653,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2167662,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2167931,Parked; Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2167926,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167925,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2167923,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2167922,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2167896,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2167889,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167861,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2167661,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2167845,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2167835,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2167833,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167830,Initial Climb; Takeoff / Launch,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2167828,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2167815,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2167801,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167795,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2167684,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167843,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168915,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2170253,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2169004,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170948,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2170822,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170820,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2170782,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170623,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2170614,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2170485,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2170456,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171098,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2170436,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2170307,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170263,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170168,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170161,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2170146,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2170141,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170132,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2170131,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2170430,Cruise; Landing,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2170128,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171136,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171319,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2160246,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167029,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2170617,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207027,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178934,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178330,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2178065,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2173321,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2171218,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2173319,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2172657,Ground / Preflight (UAS),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2172175,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172129,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2172127,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2171925,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2171526,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171453,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2171378,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172875,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2170118,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2170101,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2170100,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2169515,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2169502,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2169436,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169434,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2169430,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169422,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169361,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2169351,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2169516,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2169345,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169201,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169191,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169094,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169089,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169041,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169030,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169024,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169005,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2169323,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2169553,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2169560,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2169577,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170099,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170081,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2170073,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2170072,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2170068,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2170058,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2170045,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169968,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2169819,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2169790,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2169750,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169743,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2169736,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2169724,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169717,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169673,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2169670,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2169628,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2169595,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2168981,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167015,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166594,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166855,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163641,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2163617,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2162700,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2162686,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2162678,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162488,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162479,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2163645,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162417,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2162348,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2162294,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2162279,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2162274,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2162158,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162150,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2162142,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2162108,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2162351,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162105,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2163649,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2163666,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164151,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2164144,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2164007,Initial Climb; Climb,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2163992,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2163958,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2163945,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2163787,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163775,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2163652,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2163768,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2163746,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2163737,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163728,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163707,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163700,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163692,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2163683,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2163668,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163757,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2164164,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162088,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2162063,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2161078,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161044,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160997,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2160963,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2160962,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160948,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160931,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160929,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2161080,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2160920,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2160605,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2160593,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160496,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2160461,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2160456,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2159862,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2159860,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166986,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160905,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2162067,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161160,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2161357,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2161941,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2161887,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161848,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2161820,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2161794,Hovering (UAS),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2161793,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2161779,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161777,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2161247,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2161759,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2161747,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2161594,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2161567,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2161561,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161493,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161456,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2161429,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2161423,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2161754,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2164168,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161867,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2164217,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2166238,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166230,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2166044,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166040,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2166032,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2165945,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2165922,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2165901,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166246,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2165896,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2165843,Hovering (UAS),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2165842,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165841,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2165834,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165828,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2165816,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165811,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2165771,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2165844,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165767,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166262,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2166428,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166849,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164177,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2166847,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2166843,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2166838,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2166837,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2166713,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166681,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2166272,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166662,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2166567,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166553,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2166547,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2166541,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2166535,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2166534,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2166436,Final Approach; Landing,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2166431,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166630,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165702,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166271,Hovering (UAS),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2165592,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2164770,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164740,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164686,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164634,Initial Climb; Climb,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2164599,Initial Climb; Takeoff / Launch,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2164532,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164518,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2164486,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2164773,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164482,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164457,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2164428,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2164426,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164315,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2164265,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2165682,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2164238,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2164232,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2164458,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164801,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2164488,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165182,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2165544,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2165428,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2165312,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2165282,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2165265,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165570,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2165178,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2165116,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164925,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165110,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165106,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165101,Ground / Preflight (UAS),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2165100,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165094,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2165070,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2165066,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2165058,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2165055,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2164971,Initial Approach; Descent,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2177975,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2177971,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2177979,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2177758,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
